text_ja,translated,image_path,book_title,text_en,book_index,image_book_concat
十年後ーー夏,Ten years later - Summer,images/balloon_dream/ja/003.jpg,balloon_dream,"10 years later 
summer",0,images/balloon_dream/ja/003.jpg_0
相川仁,Jin Aikawa,images/balloon_dream/ja/003.jpg,balloon_dream,"Jin Aikawa,",1,images/balloon_dream/ja/003.jpg_1
お前には一流の大学を目指す学力がある,You have the academic ability to aim for a top university.,images/balloon_dream/ja/003.jpg,balloon_dream,"
you have the academic ability to enter those top universities.",2,images/balloon_dream/ja/003.jpg_2
なのになぜ三流大の推薦なんかを狙う?,Then why are you aiming for a recommendation from a third-rate university?,images/balloon_dream/ja/003.jpg,balloon_dream,why get recommendation letters for a third tiered college?,3,images/balloon_dream/ja/003.jpg_3
実に夢がない,You really have no dreams.,images/balloon_dream/ja/003.jpg,balloon_dream,don't you have aspirations?,4,images/balloon_dream/ja/003.jpg_4
夢...?くだらない,Dreams...? Ridiculous.,images/balloon_dream/ja/003.jpg,balloon_dream,aspirations? nonsense.,5,images/balloon_dream/ja/003.jpg_5
楽で安全な道があるならそちらを選ぶべきでしょう,"If there's an easy and safe path, you should choose that, right?",images/balloon_dream/ja/003.jpg,balloon_dream,It's better to choose an easier and safer path,6,images/balloon_dream/ja/003.jpg_6
俺間違ってます?,Am I wrong?,images/balloon_dream/ja/003.jpg,balloon_dream,am i wrong?,7,images/balloon_dream/ja/003.jpg_7
いいぞぉ相川...,"Good job, Aikawa...",images/balloon_dream/ja/003.jpg,balloon_dream,"great, Aikawa.",8,images/balloon_dream/ja/003.jpg_8
お前のようなかわいくない生徒には,"For students like you who aren't cute,",images/balloon_dream/ja/003.jpg,balloon_dream,saucy students like you,9,images/balloon_dream/ja/003.jpg_9
色々とモノを頼みやすい,It's easier to ask for things.,images/balloon_dream/ja/003.jpg,balloon_dream,are more easy to ask a favor of.,10,images/balloon_dream/ja/003.jpg_10
?,?,images/balloon_dream/ja/003.jpg,balloon_dream,?,11,images/balloon_dream/ja/003.jpg_11
お前には夏休みの間,I want you to help me during summer break.,images/balloon_dream/ja/004.jpg,balloon_dream,"During this summer vacation,",0,images/balloon_dream/ja/004.jpg_0
我が天文部の手伝いをしてもらう,I want you to help out with my astronomy club.,images/balloon_dream/ja/004.jpg,balloon_dream,you are going to help us with the astronomy club.,1,images/balloon_dream/ja/004.jpg_1
?,?,images/balloon_dream/ja/004.jpg,balloon_dream,!?,2,images/balloon_dream/ja/004.jpg_2
ちょっ,Huh?,images/balloon_dream/ja/004.jpg,balloon_dream,"hey, wait!",3,images/balloon_dream/ja/004.jpg_3
なんで関係ない部活の手伝いなんかーー,Why do I have to help with some unrelated club activity?!,images/balloon_dream/ja/004.jpg,balloon_dream,why should I help a club that i have no connections to--,4,images/balloon_dream/ja/004.jpg_4
まあ聞け,Just listen.,images/balloon_dream/ja/004.jpg,balloon_dream,listen.,5,images/balloon_dream/ja/004.jpg_5
お前が石橋を叩いて渡るのが好きなのはわかるが,"I know you like to play it safe,",images/balloon_dream/ja/004.jpg,balloon_dream,"I understand that you prefer being excessively cautious,",6,images/balloon_dream/ja/004.jpg_6
世の中虎穴に入らずんば虎子を得ずだ,but you won't get the tiger's cub if you don't enter the tiger's den.,images/balloon_dream/ja/004.jpg,balloon_dream,"but like the saying goes, ""nothing ventured, nothing gained.""",7,images/balloon_dream/ja/004.jpg_7
先生はそれをお前に教えたい,The teacher wants to teach you that.,images/balloon_dream/ja/004.jpg,balloon_dream,I want you to learn from this experience,8,images/balloon_dream/ja/004.jpg_8
だから先生が温泉に行ってる間天文部を頼む,That's why I'm asking you to take care of the astronomy club while the teacher is at the hot spring.,images/balloon_dream/ja/004.jpg,balloon_dream,that's why i'm leaving you with astronomy club while I'm going to the hot springs,9,images/balloon_dream/ja/004.jpg_9
旅行してぇだけだろ!!,"You just want to go on a trip, right?!",images/balloon_dream/ja/004.jpg,balloon_dream,"you just want some time off, don't you!?",10,images/balloon_dream/ja/004.jpg_10
ちっくしょ〜,Damn it...,images/balloon_dream/ja/005.jpg,balloon_dream,damn it...,0,images/balloon_dream/ja/005.jpg_0
なぜ俺がこんなことを...,Why do I have to do this...,images/balloon_dream/ja/005.jpg,balloon_dream,why me...,1,images/balloon_dream/ja/005.jpg_1
手伝わんなら推薦はやらん,"If you don't help, I won't recommend you.",images/balloon_dream/ja/005.jpg,balloon_dream,"if you don't help me, I won't write the recommendation letter.",2,images/balloon_dream/ja/005.jpg_2
脅迫じゃねーかあのパワハラ教師!!,That's harassment from that power-harassing teacher!!,images/balloon_dream/ja/005.jpg,balloon_dream,isn't it a threat? talk about abuse of authority!,3,images/balloon_dream/ja/005.jpg_3
...天文部,...Astronomy Club,images/balloon_dream/ja/005.jpg,balloon_dream,...the astronomy club,4,images/balloon_dream/ja/005.jpg_4
ここか,Is this it?,images/balloon_dream/ja/005.jpg,balloon_dream,Here?,5,images/balloon_dream/ja/005.jpg_5
失礼しまーす,Excuse me,images/balloon_dream/ja/005.jpg,balloon_dream,excuse me.,6,images/balloon_dream/ja/005.jpg_6
ん?,Huh?,images/balloon_dream/ja/005.jpg,balloon_dream,huh?,7,images/balloon_dream/ja/005.jpg_7
うおおおおおおおおお!?,Whoa!?,images/balloon_dream/ja/005.jpg,balloon_dream,whoa aaaa aah !!,8,images/balloon_dream/ja/005.jpg_8
な、なんだこれ!?,What is this!?,images/balloon_dream/ja/006.jpg,balloon_dream,what the hell is this?,0,images/balloon_dream/ja/006.jpg_0
...風船?,...Balloons?,images/balloon_dream/ja/006.jpg,balloon_dream,balloons?,1,images/balloon_dream/ja/006.jpg_1
すっすみません今散らかってて,I'm really sorry it's so messy right now.,images/balloon_dream/ja/006.jpg,balloon_dream,"oh, I'm sorry.  it's messy here.",2,images/balloon_dream/ja/006.jpg_2
あっもしかしてお手伝いの方ですか?,"Oh, are you here to help?",images/balloon_dream/ja/006.jpg,balloon_dream,"ah, so you're the temporary member, right?",3,images/balloon_dream/ja/006.jpg_3
ようこそ!,Welcome!,images/balloon_dream/ja/006.jpg,balloon_dream,Welcome!,4,images/balloon_dream/ja/006.jpg_4
風船いっぱい夢いっぱいの天文部へ!,To the astronomy club full of balloons and dreams!,images/balloon_dream/ja/006.jpg,balloon_dream,"To the astronomical club full of balloons, full of dreams!",5,images/balloon_dream/ja/006.jpg_5
改まして!,Nice to meet you again!,images/balloon_dream/ja/007.jpg,balloon_dream,"again,",0,images/balloon_dream/ja/007.jpg_0
部長の園山みずきです!,"I'm Mizuki Sonoyama, the president of the club!",images/balloon_dream/ja/007.jpg,balloon_dream,"I'm Mizuki Sonoyama, the principal of this club!",1,images/balloon_dream/ja/007.jpg_1
先生から伺ってます相川さんですよね,"I've heard about you from the teacher, Aikawa-san, right?",images/balloon_dream/ja/007.jpg,balloon_dream,"you're aikawa-san, right? I've heard of you from our teacher.",2,images/balloon_dream/ja/007.jpg_2
この度はよろしくお願いいたします,Please take care of me from now on.,images/balloon_dream/ja/007.jpg,balloon_dream,i'm counting on you.,3,images/balloon_dream/ja/007.jpg_3
いっ　いえ,"No, no",images/balloon_dream/ja/007.jpg,balloon_dream,"e, er",4,images/balloon_dream/ja/007.jpg_4
こちらこそ!?,You too!?,images/balloon_dream/ja/007.jpg,balloon_dream,same here.,5,images/balloon_dream/ja/007.jpg_5
なんだこいつ...,What's with this guy...,images/balloon_dream/ja/007.jpg,balloon_dream,she's kinda...,6,images/balloon_dream/ja/007.jpg_6
他に部員はいないのか!?,Are there no other members!?,images/balloon_dream/ja/007.jpg,balloon_dream,where are the others?!,7,images/balloon_dream/ja/007.jpg_7
さっそく本題に入りたいのですがーー,I'd like to get straight to the point...,images/balloon_dream/ja/007.jpg,balloon_dream,let's get into the main topic ...,8,images/balloon_dream/ja/007.jpg_8
帰りて〜,Go back~,images/balloon_dream/ja/007.jpg,balloon_dream,i wanna go home.,9,images/balloon_dream/ja/007.jpg_9
じゃじゃーん!!,Ta-da!!,images/balloon_dream/ja/007.jpg,balloon_dream,ta-dah!!,10,images/balloon_dream/ja/007.jpg_10
風船で,With a balloon,images/balloon_dream/ja/007.jpg,balloon_dream,with these balloons,11,images/balloon_dream/ja/007.jpg_11
風船で,With a balloon,images/balloon_dream/ja/007.jpg,balloon_dream,balloons,14,images/balloon_dream/ja/007.jpg_14
カメラを宇宙に上げるんです!!,We're going to send a camera to space!!,images/balloon_dream/ja/007.jpg,balloon_dream,we are sending up a camera into space,12,images/balloon_dream/ja/007.jpg_12
カメラを?,A camera?,images/balloon_dream/ja/007.jpg,balloon_dream,and a camera?,13,images/balloon_dream/ja/007.jpg_13
風船で,With a balloon,images/balloon_dream/ja/007.jpg,balloon_dream,with these balloons,11,images/balloon_dream/ja/007.jpg_11
風船で,With a balloon,images/balloon_dream/ja/007.jpg,balloon_dream,balloons,14,images/balloon_dream/ja/007.jpg_14
以前テレビで見たんです!,I saw it on TV before!,images/balloon_dream/ja/008.jpg,balloon_dream,i've seen it on tv before!,0,images/balloon_dream/ja/008.jpg_0
風船でフワフワとカメラが宇宙へ行って...,The camera goes up into space with the balloon...,images/balloon_dream/ja/008.jpg,balloon_dream,"camera floating into space with balloons,",1,images/balloon_dream/ja/008.jpg_1
風船が割れてパラシュートで落ちてきて...,The balloon bursts and the parachute comes down...,images/balloon_dream/ja/008.jpg,balloon_dream,then the balloon pops and the camera falls with a parachute ...,2,images/balloon_dream/ja/008.jpg_2
カメラを回収したら地球の写真が撮れてるんです!,"If we recover the camera, we can take pictures of the Earth!",images/balloon_dream/ja/008.jpg,balloon_dream,"when we retrieve the camera, we'll have a picture of earth!",3,images/balloon_dream/ja/008.jpg_3
ね?すっごくワクワクしませんか?,Right? Aren't you super excited?,images/balloon_dream/ja/008.jpg,balloon_dream,isn't it exciting?,4,images/balloon_dream/ja/008.jpg_4
なっ,Nn,images/balloon_dream/ja/008.jpg,balloon_dream,what?!,5,images/balloon_dream/ja/008.jpg_5
なにがちょっとした手伝いだあのボンクラ教師!!,"What kind of small favor is that, that bumbling teacher?!",images/balloon_dream/ja/008.jpg,balloon_dream,a little help? that bastard teacher!,6,images/balloon_dream/ja/008.jpg_6
面倒くっさい奴人に押しつけてきやがって...!!,He's pushing this troublesome task onto me...!!,images/balloon_dream/ja/008.jpg,balloon_dream,leaving me with all the burden...!!,7,images/balloon_dream/ja/008.jpg_7
?,?,images/balloon_dream/ja/008.jpg,balloon_dream,?,8,images/balloon_dream/ja/008.jpg_8
それに...,Besides...,images/balloon_dream/ja/008.jpg,balloon_dream,and...,9,images/balloon_dream/ja/008.jpg_9
だからたくさん風船がいるんですっ,That's why there are so many balloons!,images/balloon_dream/ja/008.jpg,balloon_dream,that's why we need so many balloons!,10,images/balloon_dream/ja/008.jpg_10
相川さんもいっぱい膨らませちゃってください!,"Please inflate as many as possible, Aizawa-san!",images/balloon_dream/ja/008.jpg,balloon_dream,"aikawa-san, please help me blow them up!",11,images/balloon_dream/ja/008.jpg_11
あのなぁ,Hey now,images/balloon_dream/ja/008.jpg,balloon_dream,you know what?,12,images/balloon_dream/ja/008.jpg_12
ただ空気いれた風船をいくら集めても浮くわけねーだろ!!,"Even if you gather as many air-filled balloons as you want, they won't float!!",images/balloon_dream/ja/009.jpg,balloon_dream,even millions of balloons won't float if they're inflated with air!!,0,images/balloon_dream/ja/009.jpg_0
むぐっ,Mmph,images/balloon_dream/ja/009.jpg,balloon_dream,mm hmm,1,images/balloon_dream/ja/009.jpg_1
こいつ絶対バカだし,This guy is definitely an idiot.,images/balloon_dream/ja/009.jpg,balloon_dream,she's definitely stupid,2,images/balloon_dream/ja/009.jpg_2
.......?,.......?,images/balloon_dream/ja/009.jpg,balloon_dream,...... ?,3,images/balloon_dream/ja/009.jpg_3
なにあ然としてんの!?,What are you doing!?!,images/balloon_dream/ja/009.jpg,balloon_dream,how can you look so surprised?,4,images/balloon_dream/ja/009.jpg_4
ヘリウム入れないと風船は浮かねーよ!!,The balloon won't float unless you put helium in it!!,images/balloon_dream/ja/009.jpg,balloon_dream,"If you don't add helium gas, the balloons won't float!",5,images/balloon_dream/ja/009.jpg_5
大体なんで使い捨てカメラなんだよ!,Why did you use a disposable camera in the first place!?,images/balloon_dream/ja/009.jpg,balloon_dream,"besides, why are you using a disposable camera?",6,images/balloon_dream/ja/009.jpg_6
あっ,Ah,images/balloon_dream/ja/009.jpg,balloon_dream,ah!,7,images/balloon_dream/ja/009.jpg_7
安かったので...,It was cheap so...,images/balloon_dream/ja/009.jpg,balloon_dream,since it's cheap ...,8,images/balloon_dream/ja/009.jpg_8
宇宙でフィルム巻いてシャッターきる気か!?,Are you planning to wind the film and take pictures in space!?,images/balloon_dream/ja/009.jpg,balloon_dream,who's gonna wind up the film and press the shutter in space?!,9,images/balloon_dream/ja/009.jpg_9
ったく,Tsk tsk,images/balloon_dream/ja/009.jpg,balloon_dream,come on...,10,images/balloon_dream/ja/009.jpg_10
確かに原理的には可能かもしれないけどな...,It might be possible in theory...,images/balloon_dream/ja/009.jpg,balloon_dream,"maybe it's possible in theory, but ...",11,images/balloon_dream/ja/009.jpg_11
地球の写真なんてネット上にいくらでも落ちてるだろ,There are plenty of pictures of Earth on the internet anyway.,images/balloon_dream/ja/009.jpg,balloon_dream,there are plenty of pictures of earth on the Internet.,12,images/balloon_dream/ja/009.jpg_12
わざわざ自分で撮らなくたって...,You don't have to go out of your way to take them yourself...,images/balloon_dream/ja/009.jpg,balloon_dream,there's no need to take on e yourself.,13,images/balloon_dream/ja/009.jpg_13
ああ,Ah,images/balloon_dream/ja/009.jpg,balloon_dream,Oh,14,images/balloon_dream/ja/009.jpg_14
それはですね...,"Well, you see...",images/balloon_dream/ja/009.jpg,balloon_dream,"well, that ...",15,images/balloon_dream/ja/009.jpg_15
私の夢が,My dream is,images/balloon_dream/ja/010.jpg,balloon_dream,is because my dream,0,images/balloon_dream/ja/010.jpg_0
宇宙飛行士になって丸い地球を見ることだからです,Because I want to become an astronaut and see the round Earth.,images/balloon_dream/ja/010.jpg,balloon_dream,is to become an astronaut and see the round earth,1,images/balloon_dream/ja/010.jpg_1
これは夢への第一歩,This is the first step towards my dream.,images/balloon_dream/ja/010.jpg,balloon_dream,this is my first step towards my dream.,2,images/balloon_dream/ja/010.jpg_2
だからどうしても自分で写真を撮りたいんです,That's why I really want to take pictures myself.,images/balloon_dream/ja/010.jpg,balloon_dream,that's why i have to take the photo myself.,3,images/balloon_dream/ja/010.jpg_3
そんな風に夢を語れるのは,Only those who have never seen the end of their dreams can talk about them like that.,images/balloon_dream/ja/010.jpg,balloon_dream,those who can speak of dreams like that,4,images/balloon_dream/ja/010.jpg_4
夢の末路を見たことがない奴だけだ,Only those who have never seen the end of their dreams can talk about them like that.,images/balloon_dream/ja/010.jpg,balloon_dream,are only those  who have never seen how dreams end,5,images/balloon_dream/ja/010.jpg_5
宇宙飛行士目指してるなら知ってんだろ,"If you're aiming to be an astronaut, you know that, right?",images/balloon_dream/ja/011.jpg,balloon_dream,"if you're aspiring to be an astronaut, then you must know...",0,images/balloon_dream/ja/011.jpg_0
十年前ーー,Ten years ago---,images/balloon_dream/ja/011.jpg,balloon_dream,"10 years ago,",1,images/balloon_dream/ja/011.jpg_1
日本初の有人ロケット「あさがお」の打ち上げ失敗,"The launch failure of Japan's first manned rocket, ""Asagao""",images/balloon_dream/ja/011.jpg,balloon_dream,"japan's first manned rocket ""Asagao"" failed to launch.",2,images/balloon_dream/ja/011.jpg_2
大した見返りもないのにロケットに人を載せただけで,"Even though there's no significant return, they just put people on rockets",images/balloon_dream/ja/011.jpg,balloon_dream,"even if there's little merit, getting a human on board",3,images/balloon_dream/ja/011.jpg_3
リスクもコストも跳ね上がる,Both risks and costs skyrocket,images/balloon_dream/ja/011.jpg,balloon_dream,increases both cost and risk dramatically.,4,images/balloon_dream/ja/011.jpg_4
失敗して色んな人が苦しんだんだ,"When it fails, many people suffer",images/balloon_dream/ja/011.jpg,balloon_dream,a lot of people suffered from failure.,5,images/balloon_dream/ja/011.jpg_5
有人宇宙飛行なんて,Manned spaceflight or something like that,images/balloon_dream/ja/011.jpg,balloon_dream,Manned space flight,6,images/balloon_dream/ja/011.jpg_6
後先考えないバカのすることだ,It's something only fools who don't think ahead would do,images/balloon_dream/ja/011.jpg,balloon_dream,is something stupid people who never think twice do.,7,images/balloon_dream/ja/011.jpg_7
すっすまん,I'm sorry...,images/balloon_dream/ja/012.jpg,balloon_dream,"I ... 
i'm sorry",0,images/balloon_dream/ja/012.jpg_0
こんなこと言うつもりじゃ...,I didn't mean to say something like this...,images/balloon_dream/ja/012.jpg,balloon_dream,i didn't mean to say that...,1,images/balloon_dream/ja/012.jpg_1
いいんです,It's okay.,images/balloon_dream/ja/012.jpg,balloon_dream,it's okay.,2,images/balloon_dream/ja/012.jpg_2
それでも私にとっては,"But for me,",images/balloon_dream/ja/012.jpg,balloon_dream,"even so, it's still",3,images/balloon_dream/ja/012.jpg_3
大切な夢ですから,it's an important dream.,images/balloon_dream/ja/012.jpg,balloon_dream,my precious dream,4,images/balloon_dream/ja/012.jpg_4
てっ手伝いは...,Help is...,images/balloon_dream/ja/012.jpg,balloon_dream,"well,",5,images/balloon_dream/ja/012.jpg_5
手伝いはちゃんとするよ,I'll do my best to help.,images/balloon_dream/ja/012.jpg,balloon_dream,i'll help you anyway.,6,images/balloon_dream/ja/012.jpg_6
推薦...,Recommendation...,images/balloon_dream/ja/012.jpg,balloon_dream,a recommendation,7,images/balloon_dream/ja/012.jpg_7
取らなきゃいけないからな,Because I have to take it.,images/balloon_dream/ja/012.jpg,balloon_dream,i still need to get it,8,images/balloon_dream/ja/012.jpg_8
すっごぉ〜〜〜い!!,This is amazing!!,images/balloon_dream/ja/013.jpg,balloon_dream,Wow !!!!!!,0,images/balloon_dream/ja/013.jpg_0
本当にカメラが飛んでます!!,The camera is really flying!!,images/balloon_dream/ja/013.jpg,balloon_dream,the camera is really flying !!,1,images/balloon_dream/ja/013.jpg_1
これでもう地球の写真が撮れるなんて.....!!,I can't believe I can take pictures of the Earth with this...!!,images/balloon_dream/ja/013.jpg,balloon_dream,i can't believe we can take pictures of the earth with this...!!,2,images/balloon_dream/ja/013.jpg_2
いやいや撮れねーよ,No way it can take pictures.,images/balloon_dream/ja/013.jpg,balloon_dream,"no, no, 
it's not enough",3,images/balloon_dream/ja/013.jpg_3
今日はただのテスト撮影って言ったろ,I said it was just a test shoot today.,images/balloon_dream/ja/013.jpg,balloon_dream,I've told you it's just a test shooting today.,4,images/balloon_dream/ja/013.jpg_4
えっそうなんですか!?,What!? Really!?,images/balloon_dream/ja/013.jpg,balloon_dream,is that so?,5,images/balloon_dream/ja/013.jpg_5
ちゃんと話聞いてろよ!,Listen to me properly!,images/balloon_dream/ja/013.jpg,balloon_dream,"hey!
you need to start listening!",6,images/balloon_dream/ja/013.jpg_6
いきなり高く飛ばすのはハードル高いからな,It's a high hurdle to suddenly fly high.,images/balloon_dream/ja/013.jpg,balloon_dream,it's not easy to fly it at a high altitude on the first go,7,images/balloon_dream/ja/013.jpg_7
まずは感じを掴まないと...,"First, I need to get a feel for it...",images/balloon_dream/ja/013.jpg,balloon_dream,"first, we need to get the feel of it",8,images/balloon_dream/ja/013.jpg_8
本番は気圧の減少に耐えられるでっかい風船使って高度3万メートルの成層圏だ,"For the real thing, we'll use a big balloon that can withstand the decrease in air pressure at an altitude of 30,000 meters in the stratosphere.",images/balloon_dream/ja/013.jpg,balloon_dream,"in the real take, we'll use a big balloon that can can withstand atmospheric pressure.
It'll reach the 30km high stratosphere",9,images/balloon_dream/ja/013.jpg_9
気流にだいぶ流されるだろうから,"Because it will be blown around by the air currents quite a bit,",images/balloon_dream/ja/013.jpg,balloon_dream,"since it will be swept away by the airflow,",10,images/balloon_dream/ja/013.jpg_10
GPSのっけて落下地点まで探しに行く,We'll attach a GPS and go look for the landing site.,images/balloon_dream/ja/013.jpg,balloon_dream,we should put a GPS transmitter and search the fall point.,11,images/balloon_dream/ja/013.jpg_11
今回はもうちょいしたらタコ糸引いて回収な,"This time, I'll just pull the octopus line and recover it.",images/balloon_dream/ja/014.jpg,balloon_dream,"this time we'll keep it simple.
pull the string and retrieve, got it?",0,images/balloon_dream/ja/014.jpg_0
おぉ...なるほど,Oh...I see.,images/balloon_dream/ja/014.jpg,balloon_dream,"ok, i see.",1,images/balloon_dream/ja/014.jpg_1
......,......,images/balloon_dream/ja/014.jpg,balloon_dream,...,2,images/balloon_dream/ja/014.jpg_2
......,......,images/balloon_dream/ja/014.jpg,balloon_dream,...... !!,8,images/balloon_dream/ja/014.jpg_8
相川さん,Aizawa-san,images/balloon_dream/ja/014.jpg,balloon_dream,"aikawa-
san,",3,images/balloon_dream/ja/014.jpg_3
ん?,Huh?,images/balloon_dream/ja/014.jpg,balloon_dream,yes?,4,images/balloon_dream/ja/014.jpg_4
お手伝い,Helping out,images/balloon_dream/ja/014.jpg,balloon_dream,thank you,5,images/balloon_dream/ja/014.jpg_5
本当に,Really,images/balloon_dream/ja/014.jpg,balloon_dream,very much,6,images/balloon_dream/ja/014.jpg_6
ありがとうございます,Thank you very much,images/balloon_dream/ja/014.jpg,balloon_dream,for helping me.,7,images/balloon_dream/ja/014.jpg_7
......,......,images/balloon_dream/ja/014.jpg,balloon_dream,...,2,images/balloon_dream/ja/014.jpg_2
......,......,images/balloon_dream/ja/014.jpg,balloon_dream,...... !!,8,images/balloon_dream/ja/014.jpg_8
俺は推薦のために仕方なく....!!,I had no choice but to recommend him....!!,images/balloon_dream/ja/014.jpg,balloon_dream,i just wanted to get my recommendation letter...!!,9,images/balloon_dream/ja/014.jpg_9
あれ?,Huh?,images/balloon_dream/ja/014.jpg,balloon_dream,huh?,10,images/balloon_dream/ja/014.jpg_10
なんか,Something,images/balloon_dream/ja/014.jpg,balloon_dream,there is,11,images/balloon_dream/ja/014.jpg_11
変な手応えが...,There's something strange about the way it feels...,images/balloon_dream/ja/014.jpg,balloon_dream,a weird feel...?,12,images/balloon_dream/ja/014.jpg_12
あちゃー,Oh no!,images/balloon_dream/ja/015.jpg,balloon_dream,"oh, no...",0,images/balloon_dream/ja/015.jpg_0
これは...,This is...,images/balloon_dream/ja/015.jpg,balloon_dream,"well,",1,images/balloon_dream/ja/015.jpg_1
糸が切れちまったのか...,The string broke...,images/balloon_dream/ja/015.jpg,balloon_dream,the thread is broken.,2,images/balloon_dream/ja/015.jpg_2
こりゃどうしようもねぇな...,There's nothing I can do about it...,images/balloon_dream/ja/015.jpg,balloon_dream,there's no helping it,3,images/balloon_dream/ja/015.jpg_3
どうしよう,What should I do?,images/balloon_dream/ja/015.jpg,balloon_dream,"oh, goodness...",4,images/balloon_dream/ja/015.jpg_4
追いかけなきゃ...,I have to chase after it...,images/balloon_dream/ja/015.jpg,balloon_dream,I have to follow it.,5,images/balloon_dream/ja/015.jpg_5
いやいいよ別に,"No, it's fine.",images/balloon_dream/ja/015.jpg,balloon_dream,"no, we don't have to.",6,images/balloon_dream/ja/015.jpg_6
中身は二千円のトイカメラだし,It's just a two thousand yen toy camera anyway.,images/balloon_dream/ja/015.jpg,balloon_dream,"it's only a 2,000 yen toy camera inside.",7,images/balloon_dream/ja/015.jpg_7
それにここら辺じゃ山か野原に落ちるだけさ,"Besides, it'll just fall into the mountains or fields around here.",images/balloon_dream/ja/015.jpg,balloon_dream,"besides, it'll just fall into the mountains or the fields.",8,images/balloon_dream/ja/015.jpg_8
探す方がコストがかかる,It would cost more to look for it.,images/balloon_dream/ja/015.jpg,balloon_dream,It costs more to look for it.,9,images/balloon_dream/ja/015.jpg_9
だっだめです,It's no good.,images/balloon_dream/ja/016.jpg,balloon_dream,"No, no!",0,images/balloon_dream/ja/016.jpg_0
だってあれには大事な...,Because that thing is important...,images/balloon_dream/ja/016.jpg,balloon_dream,because I put ...,1,images/balloon_dream/ja/016.jpg_1
私の大切なものが...,Something precious to me...,images/balloon_dream/ja/016.jpg,balloon_dream,something really important in there ...,2,images/balloon_dream/ja/016.jpg_2
...お前,...you,images/balloon_dream/ja/016.jpg,balloon_dream,...you,3,images/balloon_dream/ja/016.jpg_3
何か勝手に入れたのか?,Did you put something in without permission?,images/balloon_dream/ja/016.jpg,balloon_dream,you put something in there and didn't tell me?,4,images/balloon_dream/ja/016.jpg_4
ごめんなさい!どうしても宇宙へ上げたいものなんですっ,I'm sorry! There's something I really want to send into space!,images/balloon_dream/ja/016.jpg,balloon_dream,I'm sorry! but  I really want to send it to space.,5,images/balloon_dream/ja/016.jpg_5
とても軽いもので...,It's very light...,images/balloon_dream/ja/016.jpg,balloon_dream,"it's very light, but...",6,images/balloon_dream/ja/016.jpg_6
でもきっと反対されるからっ,But I'm sure you'll oppose it...,images/balloon_dream/ja/016.jpg,balloon_dream,I knew you'd oppose. ,7,images/balloon_dream/ja/016.jpg_7
当たり前だろ!,Of course!,images/balloon_dream/ja/016.jpg,balloon_dream,of course!,8,images/balloon_dream/ja/016.jpg_8
こっちはちゃんと重量計算してんだ!,We're doing our weight calculations properly over here!,images/balloon_dream/ja/016.jpg,balloon_dream,i've calculated the precise weight!!,9,images/balloon_dream/ja/016.jpg_9
それをお前は勝手に...!!,You did that without permission...!!,images/balloon_dream/ja/016.jpg,balloon_dream,and you've ruin it without asking ...!!,10,images/balloon_dream/ja/016.jpg_10
相川さん...,Aizawa-san...,images/balloon_dream/ja/016.jpg,balloon_dream,"aikawa-
san...",11,images/balloon_dream/ja/016.jpg_11
私,I,images/balloon_dream/ja/017.jpg,balloon_dream,"i,",0,images/balloon_dream/ja/017.jpg_0
