image_path,outputs
images/balloon_dream/ja/010.jpg,"<item_0>
    <text> 
    私の夢が
    </text>
    <translation> 
    My dream is
    </translation>
</item_0>

<item_1>
    <text> 
    宇宙飛行士になって丸い地球を見ることだからです
    </text>
    <translation> 
    Because I want to become an astronaut and see the round Earth.
    </translation>
</item_1>

<item_2>
    <text> 
    これは夢への第一歩
    </text>
    <translation> 
    This is the first step towards my dream.
    </translation>
</item_2>

<item_3>
    <text> 
    だからどうしても自分で写真を撮りたいんです
    </text>
    <translation> 
    That's why I really want to take pictures myself.
    </translation>
</item_3>

<item_4>
    <text> 
    そんな風に夢を語れるのは
    </text>
    <translation> 
    Only those who have never seen the end of their dreams can talk about them like that.
    </translation>
</item_4>

<item_5>
    <text> 
    夢の末路を見たことがない奴だけだ
    </text>
    <translation> 
    Only those who have never seen the end of their dreams can talk about them like that.
    </translation>
</item_5>"
images/balloon_dream/ja/011.jpg,"<item_0>
    <text> 
    宇宙飛行士目指してるなら知ってんだろ
    </text>
    <translation> 
    If you're aiming to be an astronaut, you know that, right?
    </translation>
</item_0>

<item_1>
    <text> 
    十年前ーー
    </text>
    <translation> 
    Ten years ago---
    </translation>
</item_1>

<item_2>
    <text> 
    日本初の有人ロケット「あさがお」の打ち上げ失敗
    </text>
    <translation> 
    The launch failure of Japan's first manned rocket, ""Asagao""
    </translation>
</item_2>

<item_3>
    <text> 
    大した見返りもないのにロケットに人を載せただけで
    </text>
    <translation> 
    Even though there's no significant return, they just put people on rockets
    </translation>
</item_3>

<item_4>
    <text> 
    リスクもコストも跳ね上がる
    </text>
    <translation> 
    Both risks and costs skyrocket
    </translation>
</item_4>

<item_5>
    <text> 
    失敗して色んな人が苦しんだんだ
    </text>
    <translation> 
    When it fails, many people suffer
    </translation>
</item_5>

<item_6>
    <text> 
    有人宇宙飛行なんて
    </text>
    <translation> 
    Manned spaceflight or something like that
    </translation>
</item_6>

<item_7>
    <text> 
    後先考えないバカのすることだ
    </text>
    <translation> 
    It's something only fools who don't think ahead would do
    </translation>
</item_7>"
images/balloon_dream/ja/012.jpg,"<item_0>
    <text> 
    すっすまん
    </text>
    <translation> 
    I'm sorry...
    </translation>
</item_0>

<item_1>
    <text> 
    こんなこと言うつもりじゃ...
    </text>
    <translation> 
    I didn't mean to say something like this...
    </translation>
</item_1>

<item_2>
    <text> 
    いいんです
    </text>
    <translation> 
    It's okay.
    </translation>
</item_2>

<item_3>
    <text> 
    それでも私にとっては
    </text>
    <translation> 
    But for me,
    </translation>
</item_3>

<item_4>
    <text> 
    大切な夢ですから
    </text>
    <translation> 
    it's an important dream.
    </translation>
</item_4>

<item_5>
    <text> 
    てっ手伝いは...
    </text>
    <translation> 
    Help is...
    </translation>
</item_5>

<item_6>
    <text> 
    手伝いはちゃんとするよ
    </text>
    <translation> 
    I'll do my best to help.
    </translation>
</item_6>

<item_7>
    <text> 
    推薦...
    </text>
    <translation> 
    Recommendation...
    </translation>
</item_7>

<item_8>
    <text> 
    取らなきゃいけないからな
    </text>
    <translation> 
    Because I have to take it.
    </translation>
</item_8>"
images/balloon_dream/ja/013.jpg,"<item_0>
    <text> 
    すっごぉ〜〜〜い!!
    </text>
    <translation> 
    This is amazing!!
    </translation>
</item_0>

<item_1>
    <text> 
    本当にカメラが飛んでます!!
    </text>
    <translation> 
    The camera is really flying!!
    </translation>
</item_1>

<item_2>
    <text> 
    これでもう地球の写真が撮れるなんて.....!!
    </text>
    <translation> 
    I can't believe I can take pictures of the Earth with this...!!
    </translation>
</item_2>

<item_3>
    <text> 
    いやいや撮れねーよ
    </text>
    <translation> 
    No way it can take pictures.
    </translation>
</item_3>

<item_4>
    <text> 
    今日はただのテスト撮影って言ったろ
    </text>
    <translation> 
    I said it was just a test shoot today.
    </translation>
</item_4>

<item_5>
    <text> 
    えっそうなんですか!?
    </text>
    <translation> 
    What!? Really!?
    </translation>
</item_5>

<item_6>
    <text> 
    ちゃんと話聞いてろよ!
    </text>
    <translation> 
    Listen to me properly!
    </translation>
</item_6>

<item_7>
    <text> 
    いきなり高く飛ばすのはハードル高いからな
    </text>
    <translation> 
    It's a high hurdle to suddenly fly high.
    </translation>
</item_7>

<item_8>
    <text> 
    まずは感じを掴まないと...
    </text>
    <translation> 
    First, I need to get a feel for it...
    </translation>
</item_8>

<item_9>
    <text> 
    本番は気圧の減少に耐えられるでっかい風船使って高度3万メートルの成層圏だ
    </text>
    <translation> 
    For the real thing, we'll use a big balloon that can withstand the decrease in air pressure at an altitude of 30,000 meters in the stratosphere.
    </translation>
</item_9>

<item_10>
    <text> 
    気流にだいぶ流されるだろうから
    </text>
    <translation> 
    Because it will be blown around by the air currents quite a bit,
    </translation>
</item_10>

<item_11>
    <text> 
    GPSのっけて落下地点まで探しに行く
    </text>
    <translation> 
    We'll attach a GPS and go look for the landing site.
    </translation>
</item_11>"
images/balloon_dream/ja/014.jpg,"<item_0>
    <text> 
    今回はもうちょいしたらタコ糸引いて回収な
    </text>
    <translation> 
    This time, I'll just pull the octopus line and recover it.
    </translation>
</item_0>

<item_1>
    <text> 
    おぉ...なるほど
    </text>
    <translation> 
    Oh...I see.
    </translation>
</item_1>

<item_2>
    <text> 
    ......
    </text>
    <translation> 
    ......
    </translation>
</item_2>

<item_3>
    <text> 
    相川さん
    </text>
    <translation> 
    Aizawa-san
    </translation>
</item_3>

<item_4>
    <text> 
    ん?
    </text>
    <translation> 
    Huh?
    </translation>
</item_4>

<item_5>
    <text> 
    お手伝い
    </text>
    <translation> 
    Helping out
    </translation>
</item_5>

<item_6>
    <text> 
    本当に
    </text>
    <translation> 
    Really
    </translation>
</item_6>

<item_7>
    <text> 
    ありがとうございます
    </text>
    <translation> 
    Thank you very much
    </translation>
</item_7>

<item_8>
    <text> 
    ......
    </text>
    <translation> 
    ......
    </translation>
</item_8>

<item_9>
    <text> 
    俺は推薦のために仕方なく....!!
    </text>
    <translation> 
    I had no choice but to recommend him....!!
    </translation>
</item_9>

<item_10>
    <text> 
    あれ?
    </text>
    <translation> 
    Huh?
    </translation>
</item_10>

<item_11>
    <text> 
    なんか
    </text>
    <translation> 
    Something
    </translation>
</item_11>

<item_12>
    <text> 
    変な手応えが...
    </text>
    <translation> 
    There's something strange about the way it feels...
    </translation>
</item_12>"
images/balloon_dream/ja/015.jpg,"<item_0>
    <text> 
    あちゃー
    </text>
    <translation> 
    Oh no!
    </translation>
</item_0>

<item_1>
    <text> 
    これは...
    </text>
    <translation> 
    This is...
    </translation>
</item_1>

<item_2>
    <text> 
    糸が切れちまったのか...
    </text>
    <translation> 
    The string broke...
    </translation>
</item_2>

<item_3>
    <text> 
    こりゃどうしようもねぇな...
    </text>
    <translation> 
    There's nothing I can do about it...
    </translation>
</item_3>

<item_4>
    <text> 
    どうしよう
    </text>
    <translation> 
    What should I do?
    </translation>
</item_4>

<item_5>
    <text> 
    追いかけなきゃ...
    </text>
    <translation> 
    I have to chase after it...
    </translation>
</item_5>

<item_6>
    <text> 
    いやいいよ別に
    </text>
    <translation> 
    No, it's fine.
    </translation>
</item_6>

<item_7>
    <text> 
    中身は二千円のトイカメラだし
    </text>
    <translation> 
    It's just a two thousand yen toy camera anyway.
    </translation>
</item_7>

<item_8>
    <text> 
    それにここら辺じゃ山か野原に落ちるだけさ
    </text>
    <translation> 
    Besides, it'll just fall into the mountains or fields around here.
    </translation>
</item_8>

<item_9>
    <text> 
    探す方がコストがかかる
    </text>
    <translation> 
    It would cost more to look for it.
    </translation>
</item_9>"
images/balloon_dream/ja/016.jpg,"<item_0>
    <text> 
    だっだめです
    </text>
    <translation> 
    It's no good.
    </translation>
</item_0>

<item_1>
    <text> 
    だってあれには大事な...
    </text>
    <translation> 
    Because that thing is important...
    </translation>
</item_1>

<item_2>
    <text> 
    私の大切なものが...
    </text>
    <translation> 
    Something precious to me...
    </translation>
</item_2>

<item_3>
    <text> 
    ...お前
    </text>
    <translation> 
    ...you
    </translation>
</item_3>

<item_4>
    <text> 
    何か勝手に入れたのか?
    </text>
    <translation> 
    Did you put something in without permission?
    </translation>
</item_4>

<item_5>
    <text> 
    ごめんなさい!どうしても宇宙へ上げたいものなんですっ
    </text>
    <translation> 
    I'm sorry! There's something I really want to send into space!
    </translation>
</item_5>

<item_6>
    <text> 
    とても軽いもので...
    </text>
    <translation> 
    It's very light...
    </translation>
</item_6>

<item_7>
    <text> 
    でもきっと反対されるからっ
    </text>
    <translation> 
    But I'm sure you'll oppose it...
    </translation>
</item_7>

<item_8>
    <text> 
    当たり前だろ!
    </text>
    <translation> 
    Of course!
    </translation>
</item_8>

<item_9>
    <text> 
    こっちはちゃんと重量計算してんだ!
    </text>
    <translation> 
    We're doing our weight calculations properly over here!
    </translation>
</item_9>

<item_10>
    <text> 
    それをお前は勝手に...!!
    </text>
    <translation> 
    You did that without permission...!!
    </translation>
</item_10>

<item_11>
    <text> 
    相川さん...
    </text>
    <translation> 
    Aizawa-san...
    </translation>
</item_11>"
images/balloon_dream/ja/017.jpg,"<item_0>
    <text> 
    私
    </text>
    <translation> 
    I
    </translation>
</item_0>

<item_1>
    <text> 
    探しに行きます
    </text>
    <translation> 
    I'm going to look for it.
    </translation>
</item_1>

<item_2>
    <text> 
    さっきから聞いてりゃ
    </text>
    <translation> 
    I've been listening since just now.
    </translation>
</item_2>

<item_3>
    <text> 
    フワフワしたことばかり言いやがって
    </text>
    <translation> 
    All she does is say fluffy things.
    </translation>
</item_3>

<item_4>
    <text> 
    付き合ってられるか!!
    </text>
    <translation> 
    Can't keep up with her!!
    </translation>
</item_4>

<item_5>
    <text> 
    この風船女!!
    </text>
    <translation> 
    This balloon woman!!
    </translation>
</item_5>"
images/balloon_dream/ja/018.jpg,"<item_0>
    <text> 
    作業後は決まって探しに行きやがる...
    </text>
    <translation> 
    After finishing work, he always goes looking for her...
    </translation>
</item_0>

<item_1>
    <text> 
    本当に...
    </text>
    <translation> 
    Really...
    </translation>
</item_1>

<item_2>
    <text> 
    バカな奴
    </text>
    <translation> 
    What an idiot
    </translation>
</item_2>"
images/balloon_dream/ja/019.jpg,"<item_0>
    <text> 
    ......
    </text>
    <translation> 
    (No translation needed as it represents silence or thought.)
    </translation>
</item_0>

<item_1>
    <text> 
    なにが夢だ
    </text>
    <translation> 
    What was that dream?
    </translation>
</item_1>

<item_2>
    <text> 
    ただいま
    </text>
    <translation> 
    I'm home.
    </translation>
</item_2>

<item_3>
    <text> 
    おかえりお父さん!
    </text>
    <translation> 
    Welcome home, Dad!
    </translation>
</item_3>

<item_4>
    <text> 
    仁
    </text>
    <translation> 
    Jin
    </translation>
</item_4>

<item_5>
    <text> 
    まだ起きてたのか
    </text>
    <translation> 
    You were still awake?
    </translation>
</item_5>

<item_6>
    <text> 
    だってお父さん全然帰って来ないし...
    </text>
    <translation> 
    Because Dad never comes home...
    </translation>
</item_6>

<item_7>
    <text> 
    お仕事頑張りすぎだよ
    </text>
    <translation> 
    You're working too hard.
    </translation>
</item_7>

<item_8>
    <text> 
    そうか?まあ仕方ないな
    </text>
    <translation> 
    Is that so? Well, can't be helped.
    </translation>
</item_8>

<item_9>
    <text> 
    「あさがお」は
    </text>
    <translation> 
    ""Morning glory"" is
    </translation>
</item_9>

<item_10>
    <text> 
    お父さんの夢だからな
    </text>
    <translation> 
    because it's Dad's dream.
    </translation>
</item_10>"
images/balloon_dream/ja/020.jpg,"<item_0>
    <text> 
    心労で倒れてそのまま...ですって
    </text>
    <translation> 
    He collapsed from mental exhaustion and just like that...
    </translation>
</item_0>

<item_1>
    <text> 
    ロケットの開発責任者とはいえあれだけ非難の矢面に立たされたんじゃな...
    </text>
    <translation> 
    Even as the head of rocket development, he was put in the line of fire for so much criticism...
    </translation>
</item_1>

<item_2>
    <text> 
    日本初の打ち上げでつまずくとは
    </text>
    <translation> 
    To stumble on Japan's first launch...
    </translation>
</item_2>

<item_3>
    <text> 
    最悪の結末だな
    </text>
    <translation> 
    This is the worst possible outcome.
    </translation>
</item_3>

<item_4>
    <text> 
    きっとあの世で
    </text>
    <translation> 
    Surely, in the afterlife
    </translation>
</item_4>

<item_5>
    <text> 
    やらなきゃよかったと思ってるさ
    </text>
    <translation> 
    He must be thinking he wished he hadn't done it.
    </translation>
</item_5>"
images/balloon_dream/ja/021.jpg,"<item_0>
    <text> 
    あれ...
    </text>
    <translation> 
    Huh...
    </translation>
</item_0>

<item_1>
    <text> 
    相川さん?
    </text>
    <translation> 
    Aizawa-san?
    </translation>
</item_1>

<item_2>
    <text> 
    まだ残ってたんですか
    </text>
    <translation> 
    You were still here?
    </translation>
</item_2>

<item_3>
    <text> 
    園山...?
    </text>
    <translation> 
    Sonoyama...?
    </translation>
</item_3>

<item_4>
    <text> 
    お前ずぶ濡れじゃないか
    </text>
    <translation> 
    You're soaking wet!
    </translation>
</item_4>

<item_5>
    <text> 
    えへへ
    </text>
    <translation> 
    Hehehe
    </translation>
</item_5>

<item_6>
    <text> 
    今日も...
    </text>
    <translation> 
    Again today...
    </translation>
</item_6>

<item_7>
    <text> 
    見つかりませんでした
    </text>
    <translation> 
    I couldn't find it
    </translation>
</item_7>

<item_8>
    <text> 
    ?
    </text>
    <translation> 
    ?
    </translation>
</item_8>

<item_9>
    <text> 
    おっおい!!
    </text>
    <translation> 
    Hey!!
    </translation>
</item_9>"
images/balloon_dream/ja/022.jpg,"<item_0>
    <text> 
    お前
    </text>
    <translation> 
    You
    </translation>
</item_0>

<item_1>
    <text> 
    すごい熱だぞ!?
    </text>
    <translation> 
    You have a high fever!?
    </translation>
</item_1>

<item_2>
    <text> 
    こんなんなるまで探してんじゃねーよ!
    </text>
    <translation> 
    Don't go looking for something like this!
    </translation>
</item_2>

<item_3>
    <text> 
    なんでこんな無駄なことを...!!
    </text>
    <translation> 
    Why are you doing such a pointless thing...!!
    </translation>
</item_3>

<item_4>
    <text> 
    とりあえず保健室に...
    </text>
    <translation> 
    For now, let's go to the infirmary...
    </translation>
</item_4>

<item_5>
    <text> 
    ......
    </text>
    <translation> 
    ......
    </translation>
</item_5>

<item_6>
    <text> 
    ちがう
    </text>
    <translation> 
    It's not that
    </translation>
</item_6>

<item_7>
    <text> 
    無駄とかじゃないんです...
    </text>
    <translation> 
    It's not about being wasteful...
    </translation>
</item_7>

<item_8>
    <text> 
    おっおい
    </text>
    <translation> 
    Hey, hey
    </translation>
</item_8>

<item_9>
    <text> 
    だって
    </text>
    <translation> 
    Because
    </translation>
</item_9>

<item_10>
    <text> 
    私のーーー
    </text>
    <translation> 
    My...
    </translation>
</item_10>"
images/balloon_dream/ja/023.jpg,"<item_0>
    <text> 
    私の...
    </text>
    <translation> 
    My...
    </translation>
</item_0>

<item_1>
    <text> 
    夢ですから
    </text>
    <translation> 
    It's just a dream.
    </translation>
</item_1>

<item_2>
    <text> 
    園山...
    </text>
    <translation> 
    Sonoyama...
    </translation>
</item_2>

<item_3>
    <text> 
    ......
    </text>
    <translation> 
    ......
    </translation>
</item_3>

<item_4>
    <text> 
    すみません
    </text>
    <translation> 
    I'm sorry.
    </translation>
</item_4>

<item_5>
    <text> 
    相川さん
    </text>
    <translation> 
    Aikawa-san
    </translation>
</item_5>

<item_6>
    <text> 
    吐きそう
    </text>
    <translation> 
    I feel like vomiting.
    </translation>
</item_6>

<item_7>
    <text> 
    ウプッ
    </text>
    <translation> 
    Ugh
    </translation>
</item_7>

<item_8>
    <text> 
    まっ待て園山あああああ!!
    </text>
    <translation> 
    Wait, Sonoyama! Ahhhhh!!
    </translation>
</item_8>"
