book_title,image_path,text_ja,text_en,book_index,image_book_concat,outputs,text_translated
balloon_dream,images/balloon_dream/ja/001.jpg,日本初の有人宇宙飛行は失敗しました!!,Japan's first manned space flight has failed!,4,images/balloon_dream/ja/001.jpg_4,"<text>いつか必ず</text><translation>It will happen someday</translation><text>失敗です!!</text><translation>It's a failure!!</translation><text>有人ロケット「あさがお」が爆発!</text><translation>The manned rocket ""Asagao"" exploded!</translation><text>地に落ちるのだから</text><translation>It will surely fall to the ground</translation><text>日本初の有人宇宙飛行は失敗しました!!</text><translation>The first manned space flight in Japan failed!!</translation>",The first manned space flight in Japan failed!!
balloon_dream,images/balloon_dream/ja/002.jpg,バルーンドリーム,balloon dream,0,images/balloon_dream/ja/002.jpg_0,<text>バルーンドリーム</text><translation>Balloon Dream</translation><text>朽鷹みつき</text><translation>Mitsuki Kurotaka</translation>,Balloon Dream
balloon_dream,images/balloon_dream/ja/002.jpg,朽鷹みつき,mitsuki kuchitaka,1,images/balloon_dream/ja/002.jpg_1,<text>バルーンドリーム</text><translation>Balloon Dream</translation><text>朽鷹みつき</text><translation>Mitsuki Kurotaka</translation>,Mitsuki Kurotaka
balloon_dream,images/balloon_dream/ja/003.jpg,十年後ーー夏,"10 years later 
summer",0,images/balloon_dream/ja/003.jpg_0,"<text>十年後ーー夏</text><translation>Ten years later—Summer</translation><text>相川仁</text><translation>Sakurai Toshiro</translation><text>お前には一流の大学を目指す学力がある</text><translation>You have the academic ability to aim for a top university</translation><text>なのになぜ三流大の推薦なんかを狙う?</text><translation>Why are you aiming for a recommendation for a third-rate university?</translation><text>実に夢がない</text><translation>There's no dream at all</translation><text>夢...?くだらない</text><translation>Dream...? It's not worth it</translation><text>楽で安全な道があるならそちらを選ぶべきでしょう</text><translation>If there's an easy and safe path, you should choose that one</translation><text>俺間違ってます?</text><translation>Am I wrong?</translation><text>いいぞぉ相川...</text><translation>Alright, Toshiro...</translation><text>お前のようなかわいくない生徒には</text><translation>For a student like you who's not cute</translation><text>色々とモノを頼みやすい</text><translation>It's easy to ask for various things</translation><text>?</text><translation>?</translation>",Ten years later—Summer
balloon_dream,images/balloon_dream/ja/003.jpg,相川仁,"Jin Aikawa,",1,images/balloon_dream/ja/003.jpg_1,"<text>十年後ーー夏</text><translation>Ten years later—Summer</translation><text>相川仁</text><translation>Sakurai Toshiro</translation><text>お前には一流の大学を目指す学力がある</text><translation>You have the academic ability to aim for a top university</translation><text>なのになぜ三流大の推薦なんかを狙う?</text><translation>Why are you aiming for a recommendation for a third-rate university?</translation><text>実に夢がない</text><translation>There's no dream at all</translation><text>夢...?くだらない</text><translation>Dream...? It's not worth it</translation><text>楽で安全な道があるならそちらを選ぶべきでしょう</text><translation>If there's an easy and safe path, you should choose that one</translation><text>俺間違ってます?</text><translation>Am I wrong?</translation><text>いいぞぉ相川...</text><translation>Alright, Toshiro...</translation><text>お前のようなかわいくない生徒には</text><translation>For a student like you who's not cute</translation><text>色々とモノを頼みやすい</text><translation>It's easy to ask for various things</translation><text>?</text><translation>?</translation>",Sakurai Toshiro
balloon_dream,images/balloon_dream/ja/003.jpg,お前には一流の大学を目指す学力がある,"
you have the academic ability to enter those top universities.",2,images/balloon_dream/ja/003.jpg_2,"<text>十年後ーー夏</text><translation>Ten years later—Summer</translation><text>相川仁</text><translation>Sakurai Toshiro</translation><text>お前には一流の大学を目指す学力がある</text><translation>You have the academic ability to aim for a top university</translation><text>なのになぜ三流大の推薦なんかを狙う?</text><translation>Why are you aiming for a recommendation for a third-rate university?</translation><text>実に夢がない</text><translation>There's no dream at all</translation><text>夢...?くだらない</text><translation>Dream...? It's not worth it</translation><text>楽で安全な道があるならそちらを選ぶべきでしょう</text><translation>If there's an easy and safe path, you should choose that one</translation><text>俺間違ってます?</text><translation>Am I wrong?</translation><text>いいぞぉ相川...</text><translation>Alright, Toshiro...</translation><text>お前のようなかわいくない生徒には</text><translation>For a student like you who's not cute</translation><text>色々とモノを頼みやすい</text><translation>It's easy to ask for various things</translation><text>?</text><translation>?</translation>",You have the academic ability to aim for a top university
balloon_dream,images/balloon_dream/ja/003.jpg,なのになぜ三流大の推薦なんかを狙う?,why get recommendation letters for a third tiered college?,3,images/balloon_dream/ja/003.jpg_3,"<text>十年後ーー夏</text><translation>Ten years later—Summer</translation><text>相川仁</text><translation>Sakurai Toshiro</translation><text>お前には一流の大学を目指す学力がある</text><translation>You have the academic ability to aim for a top university</translation><text>なのになぜ三流大の推薦なんかを狙う?</text><translation>Why are you aiming for a recommendation for a third-rate university?</translation><text>実に夢がない</text><translation>There's no dream at all</translation><text>夢...?くだらない</text><translation>Dream...? It's not worth it</translation><text>楽で安全な道があるならそちらを選ぶべきでしょう</text><translation>If there's an easy and safe path, you should choose that one</translation><text>俺間違ってます?</text><translation>Am I wrong?</translation><text>いいぞぉ相川...</text><translation>Alright, Toshiro...</translation><text>お前のようなかわいくない生徒には</text><translation>For a student like you who's not cute</translation><text>色々とモノを頼みやすい</text><translation>It's easy to ask for various things</translation><text>?</text><translation>?</translation>",Why are you aiming for a recommendation for a third-rate university?
balloon_dream,images/balloon_dream/ja/003.jpg,実に夢がない,don't you have aspirations?,4,images/balloon_dream/ja/003.jpg_4,"<text>十年後ーー夏</text><translation>Ten years later—Summer</translation><text>相川仁</text><translation>Sakurai Toshiro</translation><text>お前には一流の大学を目指す学力がある</text><translation>You have the academic ability to aim for a top university</translation><text>なのになぜ三流大の推薦なんかを狙う?</text><translation>Why are you aiming for a recommendation for a third-rate university?</translation><text>実に夢がない</text><translation>There's no dream at all</translation><text>夢...?くだらない</text><translation>Dream...? It's not worth it</translation><text>楽で安全な道があるならそちらを選ぶべきでしょう</text><translation>If there's an easy and safe path, you should choose that one</translation><text>俺間違ってます?</text><translation>Am I wrong?</translation><text>いいぞぉ相川...</text><translation>Alright, Toshiro...</translation><text>お前のようなかわいくない生徒には</text><translation>For a student like you who's not cute</translation><text>色々とモノを頼みやすい</text><translation>It's easy to ask for various things</translation><text>?</text><translation>?</translation>",There's no dream at all
balloon_dream,images/balloon_dream/ja/003.jpg,夢...?くだらない,aspirations? nonsense.,5,images/balloon_dream/ja/003.jpg_5,"<text>十年後ーー夏</text><translation>Ten years later—Summer</translation><text>相川仁</text><translation>Sakurai Toshiro</translation><text>お前には一流の大学を目指す学力がある</text><translation>You have the academic ability to aim for a top university</translation><text>なのになぜ三流大の推薦なんかを狙う?</text><translation>Why are you aiming for a recommendation for a third-rate university?</translation><text>実に夢がない</text><translation>There's no dream at all</translation><text>夢...?くだらない</text><translation>Dream...? It's not worth it</translation><text>楽で安全な道があるならそちらを選ぶべきでしょう</text><translation>If there's an easy and safe path, you should choose that one</translation><text>俺間違ってます?</text><translation>Am I wrong?</translation><text>いいぞぉ相川...</text><translation>Alright, Toshiro...</translation><text>お前のようなかわいくない生徒には</text><translation>For a student like you who's not cute</translation><text>色々とモノを頼みやすい</text><translation>It's easy to ask for various things</translation><text>?</text><translation>?</translation>",Dream...? It's not worth it
balloon_dream,images/balloon_dream/ja/003.jpg,楽で安全な道があるならそちらを選ぶべきでしょう,It's better to choose an easier and safer path,6,images/balloon_dream/ja/003.jpg_6,"<text>十年後ーー夏</text><translation>Ten years later—Summer</translation><text>相川仁</text><translation>Sakurai Toshiro</translation><text>お前には一流の大学を目指す学力がある</text><translation>You have the academic ability to aim for a top university</translation><text>なのになぜ三流大の推薦なんかを狙う?</text><translation>Why are you aiming for a recommendation for a third-rate university?</translation><text>実に夢がない</text><translation>There's no dream at all</translation><text>夢...?くだらない</text><translation>Dream...? It's not worth it</translation><text>楽で安全な道があるならそちらを選ぶべきでしょう</text><translation>If there's an easy and safe path, you should choose that one</translation><text>俺間違ってます?</text><translation>Am I wrong?</translation><text>いいぞぉ相川...</text><translation>Alright, Toshiro...</translation><text>お前のようなかわいくない生徒には</text><translation>For a student like you who's not cute</translation><text>色々とモノを頼みやすい</text><translation>It's easy to ask for various things</translation><text>?</text><translation>?</translation>","If there's an easy and safe path, you should choose that one"
balloon_dream,images/balloon_dream/ja/003.jpg,俺間違ってます?,am i wrong?,7,images/balloon_dream/ja/003.jpg_7,"<text>十年後ーー夏</text><translation>Ten years later—Summer</translation><text>相川仁</text><translation>Sakurai Toshiro</translation><text>お前には一流の大学を目指す学力がある</text><translation>You have the academic ability to aim for a top university</translation><text>なのになぜ三流大の推薦なんかを狙う?</text><translation>Why are you aiming for a recommendation for a third-rate university?</translation><text>実に夢がない</text><translation>There's no dream at all</translation><text>夢...?くだらない</text><translation>Dream...? It's not worth it</translation><text>楽で安全な道があるならそちらを選ぶべきでしょう</text><translation>If there's an easy and safe path, you should choose that one</translation><text>俺間違ってます?</text><translation>Am I wrong?</translation><text>いいぞぉ相川...</text><translation>Alright, Toshiro...</translation><text>お前のようなかわいくない生徒には</text><translation>For a student like you who's not cute</translation><text>色々とモノを頼みやすい</text><translation>It's easy to ask for various things</translation><text>?</text><translation>?</translation>",Am I wrong?
balloon_dream,images/balloon_dream/ja/003.jpg,いいぞぉ相川...,"great, Aikawa.",8,images/balloon_dream/ja/003.jpg_8,"<text>十年後ーー夏</text><translation>Ten years later—Summer</translation><text>相川仁</text><translation>Sakurai Toshiro</translation><text>お前には一流の大学を目指す学力がある</text><translation>You have the academic ability to aim for a top university</translation><text>なのになぜ三流大の推薦なんかを狙う?</text><translation>Why are you aiming for a recommendation for a third-rate university?</translation><text>実に夢がない</text><translation>There's no dream at all</translation><text>夢...?くだらない</text><translation>Dream...? It's not worth it</translation><text>楽で安全な道があるならそちらを選ぶべきでしょう</text><translation>If there's an easy and safe path, you should choose that one</translation><text>俺間違ってます?</text><translation>Am I wrong?</translation><text>いいぞぉ相川...</text><translation>Alright, Toshiro...</translation><text>お前のようなかわいくない生徒には</text><translation>For a student like you who's not cute</translation><text>色々とモノを頼みやすい</text><translation>It's easy to ask for various things</translation><text>?</text><translation>?</translation>","Alright, Toshiro..."
balloon_dream,images/balloon_dream/ja/003.jpg,お前のようなかわいくない生徒には,saucy students like you,9,images/balloon_dream/ja/003.jpg_9,"<text>十年後ーー夏</text><translation>Ten years later—Summer</translation><text>相川仁</text><translation>Sakurai Toshiro</translation><text>お前には一流の大学を目指す学力がある</text><translation>You have the academic ability to aim for a top university</translation><text>なのになぜ三流大の推薦なんかを狙う?</text><translation>Why are you aiming for a recommendation for a third-rate university?</translation><text>実に夢がない</text><translation>There's no dream at all</translation><text>夢...?くだらない</text><translation>Dream...? It's not worth it</translation><text>楽で安全な道があるならそちらを選ぶべきでしょう</text><translation>If there's an easy and safe path, you should choose that one</translation><text>俺間違ってます?</text><translation>Am I wrong?</translation><text>いいぞぉ相川...</text><translation>Alright, Toshiro...</translation><text>お前のようなかわいくない生徒には</text><translation>For a student like you who's not cute</translation><text>色々とモノを頼みやすい</text><translation>It's easy to ask for various things</translation><text>?</text><translation>?</translation>",For a student like you who's not cute
balloon_dream,images/balloon_dream/ja/003.jpg,色々とモノを頼みやすい,are more easy to ask a favor of.,10,images/balloon_dream/ja/003.jpg_10,"<text>十年後ーー夏</text><translation>Ten years later—Summer</translation><text>相川仁</text><translation>Sakurai Toshiro</translation><text>お前には一流の大学を目指す学力がある</text><translation>You have the academic ability to aim for a top university</translation><text>なのになぜ三流大の推薦なんかを狙う?</text><translation>Why are you aiming for a recommendation for a third-rate university?</translation><text>実に夢がない</text><translation>There's no dream at all</translation><text>夢...?くだらない</text><translation>Dream...? It's not worth it</translation><text>楽で安全な道があるならそちらを選ぶべきでしょう</text><translation>If there's an easy and safe path, you should choose that one</translation><text>俺間違ってます?</text><translation>Am I wrong?</translation><text>いいぞぉ相川...</text><translation>Alright, Toshiro...</translation><text>お前のようなかわいくない生徒には</text><translation>For a student like you who's not cute</translation><text>色々とモノを頼みやすい</text><translation>It's easy to ask for various things</translation><text>?</text><translation>?</translation>",It's easy to ask for various things
balloon_dream,images/balloon_dream/ja/003.jpg,?,?,11,images/balloon_dream/ja/003.jpg_11,"<text>十年後ーー夏</text><translation>Ten years later—Summer</translation><text>相川仁</text><translation>Sakurai Toshiro</translation><text>お前には一流の大学を目指す学力がある</text><translation>You have the academic ability to aim for a top university</translation><text>なのになぜ三流大の推薦なんかを狙う?</text><translation>Why are you aiming for a recommendation for a third-rate university?</translation><text>実に夢がない</text><translation>There's no dream at all</translation><text>夢...?くだらない</text><translation>Dream...? It's not worth it</translation><text>楽で安全な道があるならそちらを選ぶべきでしょう</text><translation>If there's an easy and safe path, you should choose that one</translation><text>俺間違ってます?</text><translation>Am I wrong?</translation><text>いいぞぉ相川...</text><translation>Alright, Toshiro...</translation><text>お前のようなかわいくない生徒には</text><translation>For a student like you who's not cute</translation><text>色々とモノを頼みやすい</text><translation>It's easy to ask for various things</translation><text>?</text><translation>?</translation>",?
balloon_dream,images/balloon_dream/ja/004.jpg,お前には夏休みの間,"During this summer vacation,",0,images/balloon_dream/ja/004.jpg_0,"<text>お前には夏休みの間</text><translation>During the summer break, you</translation><text>我が天文部の手伝いをしてもらう</text><translation>I'll ask you to help out with the astronomy club</translation><text>?</text><translation>?</translation><text>ちょっ</text><translation>Hey!</translation><text>なんで関係ない部活の手伝いなんかーー</text><translation>Why should I help out with a club that has nothing to do with astronomy?</translation><text>まあ聞け</text><translation>Well, listen up</translation><text>お前が石橋を叩いて渡るのが好きなのはわかるが</text><translation>I understand that you like to help out with the stone bridge crossing</translation><text>世の中虎穴に入らずんば虎子を得ずだ</text><translation>It's like saying you can't get a tiger cub without entering a tiger's den</translation><text>先生はそれをお前に教えたい</text><translation>The teacher wants to teach you that</translation><text>だから先生が温泉に行ってる間天文部を頼む</text><translation>So, I'll ask the astronomy club to help out while the teacher is at the hot springs</translation><text>旅行してぇだけだろ!!</text><translation>Just go on a trip, okay!!</translation>","During the summer break, you"
balloon_dream,images/balloon_dream/ja/004.jpg,我が天文部の手伝いをしてもらう,you are going to help us with the astronomy club.,1,images/balloon_dream/ja/004.jpg_1,"<text>お前には夏休みの間</text><translation>During the summer break, you</translation><text>我が天文部の手伝いをしてもらう</text><translation>I'll ask you to help out with the astronomy club</translation><text>?</text><translation>?</translation><text>ちょっ</text><translation>Hey!</translation><text>なんで関係ない部活の手伝いなんかーー</text><translation>Why should I help out with a club that has nothing to do with astronomy?</translation><text>まあ聞け</text><translation>Well, listen up</translation><text>お前が石橋を叩いて渡るのが好きなのはわかるが</text><translation>I understand that you like to help out with the stone bridge crossing</translation><text>世の中虎穴に入らずんば虎子を得ずだ</text><translation>It's like saying you can't get a tiger cub without entering a tiger's den</translation><text>先生はそれをお前に教えたい</text><translation>The teacher wants to teach you that</translation><text>だから先生が温泉に行ってる間天文部を頼む</text><translation>So, I'll ask the astronomy club to help out while the teacher is at the hot springs</translation><text>旅行してぇだけだろ!!</text><translation>Just go on a trip, okay!!</translation>",I'll ask you to help out with the astronomy club
balloon_dream,images/balloon_dream/ja/004.jpg,?,!?,2,images/balloon_dream/ja/004.jpg_2,"<text>お前には夏休みの間</text><translation>During the summer break, you</translation><text>我が天文部の手伝いをしてもらう</text><translation>I'll ask you to help out with the astronomy club</translation><text>?</text><translation>?</translation><text>ちょっ</text><translation>Hey!</translation><text>なんで関係ない部活の手伝いなんかーー</text><translation>Why should I help out with a club that has nothing to do with astronomy?</translation><text>まあ聞け</text><translation>Well, listen up</translation><text>お前が石橋を叩いて渡るのが好きなのはわかるが</text><translation>I understand that you like to help out with the stone bridge crossing</translation><text>世の中虎穴に入らずんば虎子を得ずだ</text><translation>It's like saying you can't get a tiger cub without entering a tiger's den</translation><text>先生はそれをお前に教えたい</text><translation>The teacher wants to teach you that</translation><text>だから先生が温泉に行ってる間天文部を頼む</text><translation>So, I'll ask the astronomy club to help out while the teacher is at the hot springs</translation><text>旅行してぇだけだろ!!</text><translation>Just go on a trip, okay!!</translation>",?
balloon_dream,images/balloon_dream/ja/004.jpg,ちょっ,"hey, wait!",3,images/balloon_dream/ja/004.jpg_3,"<text>お前には夏休みの間</text><translation>During the summer break, you</translation><text>我が天文部の手伝いをしてもらう</text><translation>I'll ask you to help out with the astronomy club</translation><text>?</text><translation>?</translation><text>ちょっ</text><translation>Hey!</translation><text>なんで関係ない部活の手伝いなんかーー</text><translation>Why should I help out with a club that has nothing to do with astronomy?</translation><text>まあ聞け</text><translation>Well, listen up</translation><text>お前が石橋を叩いて渡るのが好きなのはわかるが</text><translation>I understand that you like to help out with the stone bridge crossing</translation><text>世の中虎穴に入らずんば虎子を得ずだ</text><translation>It's like saying you can't get a tiger cub without entering a tiger's den</translation><text>先生はそれをお前に教えたい</text><translation>The teacher wants to teach you that</translation><text>だから先生が温泉に行ってる間天文部を頼む</text><translation>So, I'll ask the astronomy club to help out while the teacher is at the hot springs</translation><text>旅行してぇだけだろ!!</text><translation>Just go on a trip, okay!!</translation>",Hey!
balloon_dream,images/balloon_dream/ja/004.jpg,なんで関係ない部活の手伝いなんかーー,why should I help a club that i have no connections to--,4,images/balloon_dream/ja/004.jpg_4,"<text>お前には夏休みの間</text><translation>During the summer break, you</translation><text>我が天文部の手伝いをしてもらう</text><translation>I'll ask you to help out with the astronomy club</translation><text>?</text><translation>?</translation><text>ちょっ</text><translation>Hey!</translation><text>なんで関係ない部活の手伝いなんかーー</text><translation>Why should I help out with a club that has nothing to do with astronomy?</translation><text>まあ聞け</text><translation>Well, listen up</translation><text>お前が石橋を叩いて渡るのが好きなのはわかるが</text><translation>I understand that you like to help out with the stone bridge crossing</translation><text>世の中虎穴に入らずんば虎子を得ずだ</text><translation>It's like saying you can't get a tiger cub without entering a tiger's den</translation><text>先生はそれをお前に教えたい</text><translation>The teacher wants to teach you that</translation><text>だから先生が温泉に行ってる間天文部を頼む</text><translation>So, I'll ask the astronomy club to help out while the teacher is at the hot springs</translation><text>旅行してぇだけだろ!!</text><translation>Just go on a trip, okay!!</translation>",Why should I help out with a club that has nothing to do with astronomy?
balloon_dream,images/balloon_dream/ja/004.jpg,まあ聞け,listen.,5,images/balloon_dream/ja/004.jpg_5,"<text>お前には夏休みの間</text><translation>During the summer break, you</translation><text>我が天文部の手伝いをしてもらう</text><translation>I'll ask you to help out with the astronomy club</translation><text>?</text><translation>?</translation><text>ちょっ</text><translation>Hey!</translation><text>なんで関係ない部活の手伝いなんかーー</text><translation>Why should I help out with a club that has nothing to do with astronomy?</translation><text>まあ聞け</text><translation>Well, listen up</translation><text>お前が石橋を叩いて渡るのが好きなのはわかるが</text><translation>I understand that you like to help out with the stone bridge crossing</translation><text>世の中虎穴に入らずんば虎子を得ずだ</text><translation>It's like saying you can't get a tiger cub without entering a tiger's den</translation><text>先生はそれをお前に教えたい</text><translation>The teacher wants to teach you that</translation><text>だから先生が温泉に行ってる間天文部を頼む</text><translation>So, I'll ask the astronomy club to help out while the teacher is at the hot springs</translation><text>旅行してぇだけだろ!!</text><translation>Just go on a trip, okay!!</translation>","Well, listen up"
balloon_dream,images/balloon_dream/ja/004.jpg,お前が石橋を叩いて渡るのが好きなのはわかるが,"I understand that you prefer being excessively cautious,",6,images/balloon_dream/ja/004.jpg_6,"<text>お前には夏休みの間</text><translation>During the summer break, you</translation><text>我が天文部の手伝いをしてもらう</text><translation>I'll ask you to help out with the astronomy club</translation><text>?</text><translation>?</translation><text>ちょっ</text><translation>Hey!</translation><text>なんで関係ない部活の手伝いなんかーー</text><translation>Why should I help out with a club that has nothing to do with astronomy?</translation><text>まあ聞け</text><translation>Well, listen up</translation><text>お前が石橋を叩いて渡るのが好きなのはわかるが</text><translation>I understand that you like to help out with the stone bridge crossing</translation><text>世の中虎穴に入らずんば虎子を得ずだ</text><translation>It's like saying you can't get a tiger cub without entering a tiger's den</translation><text>先生はそれをお前に教えたい</text><translation>The teacher wants to teach you that</translation><text>だから先生が温泉に行ってる間天文部を頼む</text><translation>So, I'll ask the astronomy club to help out while the teacher is at the hot springs</translation><text>旅行してぇだけだろ!!</text><translation>Just go on a trip, okay!!</translation>",I understand that you like to help out with the stone bridge crossing
balloon_dream,images/balloon_dream/ja/004.jpg,世の中虎穴に入らずんば虎子を得ずだ,"but like the saying goes, ""nothing ventured, nothing gained.""",7,images/balloon_dream/ja/004.jpg_7,"<text>お前には夏休みの間</text><translation>During the summer break, you</translation><text>我が天文部の手伝いをしてもらう</text><translation>I'll ask you to help out with the astronomy club</translation><text>?</text><translation>?</translation><text>ちょっ</text><translation>Hey!</translation><text>なんで関係ない部活の手伝いなんかーー</text><translation>Why should I help out with a club that has nothing to do with astronomy?</translation><text>まあ聞け</text><translation>Well, listen up</translation><text>お前が石橋を叩いて渡るのが好きなのはわかるが</text><translation>I understand that you like to help out with the stone bridge crossing</translation><text>世の中虎穴に入らずんば虎子を得ずだ</text><translation>It's like saying you can't get a tiger cub without entering a tiger's den</translation><text>先生はそれをお前に教えたい</text><translation>The teacher wants to teach you that</translation><text>だから先生が温泉に行ってる間天文部を頼む</text><translation>So, I'll ask the astronomy club to help out while the teacher is at the hot springs</translation><text>旅行してぇだけだろ!!</text><translation>Just go on a trip, okay!!</translation>",It's like saying you can't get a tiger cub without entering a tiger's den
balloon_dream,images/balloon_dream/ja/004.jpg,先生はそれをお前に教えたい,I want you to learn from this experience,8,images/balloon_dream/ja/004.jpg_8,"<text>お前には夏休みの間</text><translation>During the summer break, you</translation><text>我が天文部の手伝いをしてもらう</text><translation>I'll ask you to help out with the astronomy club</translation><text>?</text><translation>?</translation><text>ちょっ</text><translation>Hey!</translation><text>なんで関係ない部活の手伝いなんかーー</text><translation>Why should I help out with a club that has nothing to do with astronomy?</translation><text>まあ聞け</text><translation>Well, listen up</translation><text>お前が石橋を叩いて渡るのが好きなのはわかるが</text><translation>I understand that you like to help out with the stone bridge crossing</translation><text>世の中虎穴に入らずんば虎子を得ずだ</text><translation>It's like saying you can't get a tiger cub without entering a tiger's den</translation><text>先生はそれをお前に教えたい</text><translation>The teacher wants to teach you that</translation><text>だから先生が温泉に行ってる間天文部を頼む</text><translation>So, I'll ask the astronomy club to help out while the teacher is at the hot springs</translation><text>旅行してぇだけだろ!!</text><translation>Just go on a trip, okay!!</translation>",The teacher wants to teach you that
