book_title,image_path,text_ja,text_en,book_index,image_book_concat
tojime_no_siora,images/tojime_no_siora/ja/006.jpg,...ん?確かにビルの背丈はそのくらいだが,"...wait a second. Bill's height is actually around 7, but",11,images/tojime_no_siora/ja/006.jpg_11
tojime_no_siora,images/tojime_no_siora/ja/006.jpg,目が見えないのになんで正確にわかるんだ...?,How do you know when you can't see anything...?,12,images/tojime_no_siora/ja/006.jpg_12
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,声がする方向と足音の重さで大体わかりますよ,I can tell from whereabouts of the voice and how heavy the footsteps sounded.,0,images/tojime_no_siora/ja/007.jpg_0
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,あなたは五・七フィートの身長に比べ体重が少々重めスリーサイズは...,"you're 5 feet 7, you're slightly heavier than your height's average",1,images/tojime_no_siora/ja/007.jpg_1
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,なっ,what?!,2,images/tojime_no_siora/ja/007.jpg_2
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,そこまでわかんのかよっ,how do you know that much!,3,images/tojime_no_siora/ja/007.jpg_3
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,冗談ですよ,I'm just kidding.,4,images/tojime_no_siora/ja/007.jpg_4
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,...こりてねーな,Don't say that again.,5,images/tojime_no_siora/ja/007.jpg_5
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,ははっ,"ha, ha.",6,images/tojime_no_siora/ja/007.jpg_6
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,では私はそろそろ,"well, i should get going.",7,images/tojime_no_siora/ja/007.jpg_7
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,今晩の宿を探さないと...,I need to find a place to stay tonight.,8,images/tojime_no_siora/ja/007.jpg_8
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,いたっ,ouch.,9,images/tojime_no_siora/ja/007.jpg_9
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,...,...,10,images/tojime_no_siora/ja/007.jpg_10
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,あーもうっ,"ugh, fine!",11,images/tojime_no_siora/ja/007.jpg_11
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,厄介払いのお礼だ,I guess I have a lot to thank for.,12,images/tojime_no_siora/ja/007.jpg_12
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,まずはその薄汚れた格好をなんとかするよ,"first, we need to do something about your dirty clothes.",13,images/tojime_no_siora/ja/007.jpg_13
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,目元,your eyes.,14,images/tojime_no_siora/ja/007.jpg_14
tojime_no_siora,images/tojime_no_siora/ja/007.jpg,見られたくなかったらタオルでも巻いてな,"if you don't want me to see them, cover them with a towel.",15,images/tojime_no_siora/ja/007.jpg_15
tojime_no_siora,images/tojime_no_siora/ja/008.jpg,あっありがとうございますっ,well... thank you.,0,images/tojime_no_siora/ja/008.jpg_0
tojime_no_siora,images/tojime_no_siora/ja/008.jpg,洗ってやるよ,just leave everything to me.,1,images/tojime_no_siora/ja/008.jpg_1
tojime_no_siora,images/tojime_no_siora/ja/008.jpg,人の家のシャワーじゃ勝手がわからないだろ,"you don't know how to shower in someone else's house, do you?",2,images/tojime_no_siora/ja/008.jpg_2
tojime_no_siora,images/tojime_no_siora/ja/008.jpg,...あの,um...,3,images/tojime_no_siora/ja/008.jpg_3
tojime_no_siora,images/tojime_no_siora/ja/008.jpg,閉じ眼の扱いにずいぶん慣れてらっしゃるんですね,you seem really used to treating closed-eyes people like me ,4,images/tojime_no_siora/ja/008.jpg_4
tojime_no_siora,images/tojime_no_siora/ja/008.jpg,ああ...,ah...,5,images/tojime_no_siora/ja/008.jpg_5
tojime_no_siora,images/tojime_no_siora/ja/008.jpg,うちの父親も目が悪かったんだ,"my father's sights weren't good, either.",6,images/tojime_no_siora/ja/008.jpg_6
tojime_no_siora,images/tojime_no_siora/ja/008.jpg,いや...,no...,7,images/tojime_no_siora/ja/008.jpg_7
tojime_no_siora,images/tojime_no_siora/ja/008.jpg,正確には悪くなっていったのさ,"It gradually got worse, to be exact",8,images/tojime_no_siora/ja/008.jpg_8
tojime_no_siora,images/tojime_no_siora/ja/008.jpg,ひどい父親さ...しがない絵描きでね,he wasn't a good father. he was just a plain old painter.,9,images/tojime_no_siora/ja/008.jpg_9
tojime_no_siora,images/tojime_no_siora/ja/008.jpg,金になるからって女の裸ばかり描いてトルティヤーに卸してた,he kept drawing naked woman to sell them to the tortillanos.,10,images/tojime_no_siora/ja/008.jpg_10
tojime_no_siora,images/tojime_no_siora/ja/009.jpg,だけど病気でどんどん目が悪くなっていってね,but his eyes got worse and worse.,0,images/tojime_no_siora/ja/009.jpg_0
tojime_no_siora,images/tojime_no_siora/ja/009.jpg,絵描きなりにショックだったんだろう,he must have been in so much pain.,1,images/tojime_no_siora/ja/009.jpg_1
tojime_no_siora,images/tojime_no_siora/ja/009.jpg,仕事が減って金もなくなって焼きが回ったのか,"He had less job, less money and ",2,images/tojime_no_siora/ja/009.jpg_2
tojime_no_siora,images/tojime_no_siora/ja/009.jpg,私をモデルにしようとする始末さ, he even tried to use me as the model for his paintings,3,images/tojime_no_siora/ja/009.jpg_3
tojime_no_siora,images/tojime_no_siora/ja/009.jpg,挙句の果てに博打で借金こさえて川にドボン,"in the end he made debt from gambling, and he dove into the river.",4,images/tojime_no_siora/ja/009.jpg_4
tojime_no_siora,images/tojime_no_siora/ja/009.jpg,ひどい父親だろ?,"worst father ever, huh?",5,images/tojime_no_siora/ja/009.jpg_5
tojime_no_siora,images/tojime_no_siora/ja/009.jpg,...結局,so...,6,images/tojime_no_siora/ja/009.jpg_6
tojime_no_siora,images/tojime_no_siora/ja/009.jpg,レーネさんはモデルに?,did you model for him?,7,images/tojime_no_siora/ja/009.jpg_7
tojime_no_siora,images/tojime_no_siora/ja/009.jpg,...ああ,yeah...,8,images/tojime_no_siora/ja/009.jpg_8
tojime_no_siora,images/tojime_no_siora/ja/009.jpg,しつこいもんだったからさ,he was so persistent.,9,images/tojime_no_siora/ja/009.jpg_9
tojime_no_siora,images/tojime_no_siora/ja/009.jpg,私なんか描いても大した金にならなかっただろうけど...,"I don't think I made him much money, though.",10,images/tojime_no_siora/ja/009.jpg_10
tojime_no_siora,images/tojime_no_siora/ja/009.jpg,そう...,well...,11,images/tojime_no_siora/ja/009.jpg_11
tojime_no_siora,images/tojime_no_siora/ja/009.jpg,それはよかった...,I'm glad...,12,images/tojime_no_siora/ja/009.jpg_12
tojime_no_siora,images/tojime_no_siora/ja/010.jpg,さぞ嬉しかったことでしょう,he must have been really happy,0,images/tojime_no_siora/ja/010.jpg_0
tojime_no_siora,images/tojime_no_siora/ja/010.jpg,目が見えなくなる前に娘さんを描くことができて,to be able to draw his daughter before he lost his sights completely.,1,images/tojime_no_siora/ja/010.jpg_1
tojime_no_siora,images/tojime_no_siora/ja/011.jpg,レーネさん?,lene?,0,images/tojime_no_siora/ja/011.jpg_0
tojime_no_siora,images/tojime_no_siora/ja/011.jpg,なっなんでもないよ,"no, it's nothing.",1,images/tojime_no_siora/ja/011.jpg_1
tojime_no_siora,images/tojime_no_siora/ja/011.jpg,背中は終わりだ,I'm done with you're back.,2,images/tojime_no_siora/ja/011.jpg_2
tojime_no_siora,images/tojime_no_siora/ja/011.jpg,ほらこっち向きな,"come on, turn around.",3,images/tojime_no_siora/ja/011.jpg_3
tojime_no_siora,images/tojime_no_siora/ja/011.jpg,それよりアンタはどうなのさ,"by the way, what about you?",4,images/tojime_no_siora/ja/011.jpg_4
tojime_no_siora,images/tojime_no_siora/ja/011.jpg,なんで銃なんか持って旅してんだい,why did you take your gun with you?,5,images/tojime_no_siora/ja/011.jpg_5
tojime_no_siora,images/tojime_no_siora/ja/011.jpg,その眼だって...,and those eyes...,6,images/tojime_no_siora/ja/011.jpg_6
tojime_no_siora,images/tojime_no_siora/ja/011.jpg,大したことじゃありませんよ,it's no big deal.,7,images/tojime_no_siora/ja/011.jpg_7
tojime_no_siora,images/tojime_no_siora/ja/011.jpg,親を殺したマフィアを撃ち殺したんです,I killed a mafia who killed my parents.,8,images/tojime_no_siora/ja/011.jpg_8
tojime_no_siora,images/tojime_no_siora/ja/011.jpg,その咎で故郷を追い出されました,and that's how I was kicked out of my hometown.,9,images/tojime_no_siora/ja/011.jpg_9
tojime_no_siora,images/tojime_no_siora/ja/011.jpg,この眼は,and these eyes...,10,images/tojime_no_siora/ja/011.jpg_10
tojime_no_siora,images/tojime_no_siora/ja/011.jpg,その時に罪の証にと...,are proof of sin.,11,images/tojime_no_siora/ja/011.jpg_11
tojime_no_siora,images/tojime_no_siora/ja/012.jpg,...,... ,0,images/tojime_no_siora/ja/012.jpg_0
tojime_no_siora,images/tojime_no_siora/ja/012.jpg,眼を潰されたっていうかい...?,and that's how you were made blind...?,1,images/tojime_no_siora/ja/012.jpg_1
tojime_no_siora,images/tojime_no_siora/ja/012.jpg,なんてひどい...,how terrible...,2,images/tojime_no_siora/ja/012.jpg_2
tojime_no_siora,images/tojime_no_siora/ja/012.jpg,アンタは親の仇を討っただけじゃないか!,all you did was avenge your family!,3,images/tojime_no_siora/ja/012.jpg_3
tojime_no_siora,images/tojime_no_siora/ja/012.jpg,何もひどいことなんてありませんよレーネさん,There's nothing terrible about this.,4,images/tojime_no_siora/ja/012.jpg_4
tojime_no_siora,images/tojime_no_siora/ja/012.jpg,あなたの父親のかけらほども悲劇ではないんです,it's not half as tragic as your father's story.,5,images/tojime_no_siora/ja/012.jpg_5
tojime_no_siora,images/tojime_no_siora/ja/012.jpg,私は自ら望んで血を求めた外道,I wanted blood.,6,images/tojime_no_siora/ja/012.jpg_6
tojime_no_siora,images/tojime_no_siora/ja/012.jpg,そんな奴は何をされたって文句は言えない,People like me don't have a say in how we are treated.,7,images/tojime_no_siora/ja/012.jpg_7
tojime_no_siora,images/tojime_no_siora/ja/012.jpg,なんでアンタは銃を捨てない!,why don't you put the gun down!,8,images/tojime_no_siora/ja/012.jpg_8
tojime_no_siora,images/tojime_no_siora/ja/012.jpg,そんな目にあってまで!!,look what happened to you!,9,images/tojime_no_siora/ja/012.jpg_9
tojime_no_siora,images/tojime_no_siora/ja/012.jpg,でもっ,but...,10,images/tojime_no_siora/ja/012.jpg_10
tojime_no_siora,images/tojime_no_siora/ja/012.jpg,だったら...,then...,11,images/tojime_no_siora/ja/012.jpg_11
tojime_no_siora,images/tojime_no_siora/ja/012.jpg,捨てる?,put down...?,12,images/tojime_no_siora/ja/012.jpg_12
tojime_no_siora,images/tojime_no_siora/ja/013.jpg,私にはもう,what else would I have left?,0,images/tojime_no_siora/ja/013.jpg_0
tojime_no_siora,images/tojime_no_siora/ja/013.jpg,銃と閉じ眼しかないというのに,if I put down my guns...?,1,images/tojime_no_siora/ja/013.jpg_1
tojime_no_siora,images/tojime_no_siora/ja/013.jpg,夕飯の準備してくる,I'll go prepare dinner.,2,images/tojime_no_siora/ja/013.jpg_2
tojime_no_siora,images/tojime_no_siora/ja/013.jpg,何か不便があったら呼んでくれ,tell me if you have inconvenience.,3,images/tojime_no_siora/ja/013.jpg_3
tojime_no_siora,images/tojime_no_siora/ja/014.jpg,きっと嘘さ...,she must be lying.,0,images/tojime_no_siora/ja/014.jpg_0
tojime_no_siora,images/tojime_no_siora/ja/014.jpg,乞食が気を惹くためにつくような嘘,just like a beggar calling for attention,1,images/tojime_no_siora/ja/014.jpg_1
tojime_no_siora,images/tojime_no_siora/ja/014.jpg,そうに決まってる...,"yes, it's got to be...",2,images/tojime_no_siora/ja/014.jpg_2
tojime_no_siora,images/tojime_no_siora/ja/014.jpg,!,!,3,images/tojime_no_siora/ja/014.jpg_3
tojime_no_siora,images/tojime_no_siora/ja/014.jpg,も、もうあがったのかい?,you're done already?,4,images/tojime_no_siora/ja/014.jpg_4
tojime_no_siora,images/tojime_no_siora/ja/014.jpg,こっちも今できたとこだ,I'm just in time.,5,images/tojime_no_siora/ja/014.jpg_5
tojime_no_siora,images/tojime_no_siora/ja/014.jpg,いま席に案内をーー,i'll guide you to your seat...,6,images/tojime_no_siora/ja/014.jpg_6
tojime_no_siora,images/tojime_no_siora/ja/015.jpg,ー‼,!!,0,images/tojime_no_siora/ja/015.jpg_0
tojime_no_siora,images/tojime_no_siora/ja/015.jpg,レーネさーん今あがりましたー,I'm done!,1,images/tojime_no_siora/ja/015.jpg_1
tojime_no_siora,images/tojime_no_siora/ja/015.jpg,あっいいかおり,"oh, it smells good.",2,images/tojime_no_siora/ja/015.jpg_2
tojime_no_siora,images/tojime_no_siora/ja/015.jpg,ハンバーグのにおいだ,I can smell hamburg steaks.,3,images/tojime_no_siora/ja/015.jpg_3
tojime_no_siora,images/tojime_no_siora/ja/015.jpg,あれ?,huh?,4,images/tojime_no_siora/ja/015.jpg_4
tojime_no_siora,images/tojime_no_siora/ja/015.jpg,レーネさーん,lene?,5,images/tojime_no_siora/ja/015.jpg_5
tojime_no_siora,images/tojime_no_siora/ja/016.jpg,くそっ,shit!,0,images/tojime_no_siora/ja/016.jpg_0
tojime_no_siora,images/tojime_no_siora/ja/016.jpg,離してよっ,let go of me!,1,images/tojime_no_siora/ja/016.jpg_1
tojime_no_siora,images/tojime_no_siora/ja/016.jpg,いきなりなんだってのさ!,what do you want!,2,images/tojime_no_siora/ja/016.jpg_2
tojime_no_siora,images/tojime_no_siora/ja/016.jpg,そう喚くなよレーネ,"hey, calm down.",3,images/tojime_no_siora/ja/016.jpg_3
tojime_no_siora,images/tojime_no_siora/ja/016.jpg,用件はうちの弟が散々伝えたと思うがね,I think my brother told you what I want.,4,images/tojime_no_siora/ja/016.jpg_4
tojime_no_siora,images/tojime_no_siora/ja/016.jpg,だからってここまでされる謂れはないよ,that doesn't give you the reason to go this far,5,images/tojime_no_siora/ja/016.jpg_5
tojime_no_siora,images/tojime_no_siora/ja/016.jpg,ドン.トルティヤー!!,don tortillano !!,6,images/tojime_no_siora/ja/016.jpg_6
tojime_no_siora,images/tojime_no_siora/ja/017.jpg,やれやれ,"well, well...",0,images/tojime_no_siora/ja/017.jpg_0
tojime_no_siora,images/tojime_no_siora/ja/017.jpg,その男勝りな性格はなんとかならんのかね,what's with your manly personality?,1,images/tojime_no_siora/ja/017.jpg_1
tojime_no_siora,images/tojime_no_siora/ja/017.jpg,まあいい,anyway.,2,images/tojime_no_siora/ja/017.jpg_2
tojime_no_siora,images/tojime_no_siora/ja/017.jpg,そんな君にも買い手がついたんだ,you've got a buyer.,3,images/tojime_no_siora/ja/017.jpg_3
tojime_no_siora,images/tojime_no_siora/ja/017.jpg,買い手...?,buyer...?,4,images/tojime_no_siora/ja/017.jpg_4
tojime_no_siora,images/tojime_no_siora/ja/017.jpg,君のお父上の絵を買われた方が君のことをえらく気に入ってね,a customer who bought your father's picture really likes you.,5,images/tojime_no_siora/ja/017.jpg_5
tojime_no_siora,images/tojime_no_siora/ja/017.jpg,モデルになった君をぜひ買いたいと,"he told me that he wanted you, because you were the model.",6,images/tojime_no_siora/ja/017.jpg_6
tojime_no_siora,images/tojime_no_siora/ja/017.jpg,よろこべレーネ,you'd better be happy.,7,images/tojime_no_siora/ja/017.jpg_7
tojime_no_siora,images/tojime_no_siora/ja/017.jpg,あと数刻で買い手が到着したら借金はチャラだ,"the buyer arrives in a few hours, by which time you'll be debt-free",8,images/tojime_no_siora/ja/017.jpg_8
tojime_no_siora,images/tojime_no_siora/ja/017.jpg,もっとも,of course,9,images/tojime_no_siora/ja/017.jpg_9
tojime_no_siora,images/tojime_no_siora/ja/018.jpg,出荷先でどういう扱いを受けるかはわからんがね,i don't know for sure how the buyer will treat you.,0,images/tojime_no_siora/ja/018.jpg_0
tojime_no_siora,images/tojime_no_siora/ja/018.jpg,ふっ,wha...,1,images/tojime_no_siora/ja/018.jpg_1
tojime_no_siora,images/tojime_no_siora/ja/018.jpg,ふざけんなっ!,stop joking with me...!,2,images/tojime_no_siora/ja/018.jpg_2
tojime_no_siora,images/tojime_no_siora/ja/018.jpg,だっ誰かーー!!,s-someone...!,3,images/tojime_no_siora/ja/018.jpg_3
tojime_no_siora,images/tojime_no_siora/ja/018.jpg,はっ,ha,4,images/tojime_no_siora/ja/018.jpg_4
tojime_no_siora,images/tojime_no_siora/ja/018.jpg,無駄だよレーネ,"it's no use, lene.",5,images/tojime_no_siora/ja/018.jpg_5
tojime_no_siora,images/tojime_no_siora/ja/018.jpg,こんな街外れの倉庫で叫んだって誰も来やしないさ,no one would hear you  in this off-town storage.,6,images/tojime_no_siora/ja/018.jpg_6
tojime_no_siora,images/tojime_no_siora/ja/019.jpg,まったく,"oh well,",0,images/tojime_no_siora/ja/019.jpg_0
tojime_no_siora,images/tojime_no_siora/ja/019.jpg,マヌケは何をされても文句は言えんなぁ,look how pathetic you are.,1,images/tojime_no_siora/ja/019.jpg_1
tojime_no_siora,images/tojime_no_siora/ja/019.jpg,お父上も目を患わなければ生かしておいたものを,and your father. if his eyes weren't so bad I would have let him survive...,2,images/tojime_no_siora/ja/019.jpg_2
tojime_no_siora,images/tojime_no_siora/ja/019.jpg,ど...,what the...,3,images/tojime_no_siora/ja/019.jpg_3
tojime_no_siora,images/tojime_no_siora/ja/019.jpg,どういう意味さ...,what's that supposed to mean?,4,images/tojime_no_siora/ja/019.jpg_4
tojime_no_siora,images/tojime_no_siora/ja/019.jpg,もう会うこともないだろうから教えてやろう,might as well tell you before we won't see each other again for good,5,images/tojime_no_siora/ja/019.jpg_5
tojime_no_siora,images/tojime_no_siora/ja/019.jpg,君の父親は目を悪くして困っていたからね,"because your father was suffering from his blindness,",6,images/tojime_no_siora/ja/019.jpg_6
tojime_no_siora,images/tojime_no_siora/ja/019.jpg,治療費の足しに次の絵を高く買ってやろうと言ったんだ,I offered to buy his picture at a higher price than usual.,7,images/tojime_no_siora/ja/019.jpg_7
